poi_code,home_h9,state,district,district_code,city,village,house_price_wbi,poi_wbi,gwpca_wbi,local_weight_house,local_weight_poi,explained_variance,version,country
POI_IND_9999_0x3be7c9e9632fa767:0xa041ed4ba454f492,89608b4460fffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,66.32465506148745,68.64840852606937,69.72065074161486,0.6266740604175368,0.37332593958246324,70.77315292759874,4.2.3,IND
POI_IND_9999_0x3be795d164ede539:0xefdd3da6d1ba7e8b,89608b5a58fffff,Maharashtra,Thane,IN.MH.TN,Kalyan,Kalyan-Dombivli,62.82433963,78.07448234814147,67.18649884538496,0.586945745,0.413054255,69.9971102,4.2.3,IND
POI_IND_9999_0x3be7d1c0fb6b23a9:0x1ccd311198f0c5a2,89608b45503ffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,38.08630412451353,70.71896859319348,44.10527112692154,0.6229407089386495,0.3770592910613504,70.64589476492782,4.2.3,IND
POI_IND_9999_0x3be7c1318f6ee679:0xa76b3a61c672551e,89608b5700fffff,Maharashtra,Thane,IN.MH.TN,Thane,Navi Mumbai,43.495974578700974,74.17464026110441,46.02913481343045,0.6149141021656379,0.38508589783436215,68.02211864732598,4.2.3,IND
POI_IND_9999_0x3be7b6f7ac3e0385:0x39781a61ee7abf5c,89608b4442fffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,62.719170140114784,71.27684267240983,67.73600465015907,0.6294260625648271,0.370573937,70.86650286720302,4.2.3,IND
POI_IND_9999_0x3be7ce8fb09e4355:0x37c7f4de8506d6dd,89608b0a007ffff,Maharashtra,Mumbai,IN.MH.AA,Mumbai,Greater Mumbai,79.57762633445326,69.56538340834018,82.62879629993489,0.8228869402273882,0.17711305977261188,78.00956216736151,4.2.3,IND
POI_IND_9999_0x3be7c93e67737047:0x403c5cb89a340e76,89608b19e0bffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,38.08630412451353,54.67448865190254,36.16302737416794,0.5722834382834743,0.4277165617165257,68.68562443595782,4.2.3,IND
POI_IND_9999_0x3be7c9e924068fdf:0x918f9aff5bda3e94,89608b549a3ffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,38.08630412451353,67.79528492931487,41.41736141485105,0.6451773682716301,0.35482263172836986,70.55031496817904,4.2.3,IND
POI_IND_9999_0x3be7cfcb6340ca4f:0xb5db994a03751132,89608b0a69bffff,Maharashtra,Mumbai,IN.MH.AA,Mumbai,Greater Mumbai,79.55170313370782,70.54661659334357,82.50987463907505,0.7987900751849508,0.20120992481504923,77.39115829081905,4.2.3,IND
POI_IND_9999_0x3be7c97f3c0ec40d:0xaa517ab4b2c8017e,89608b0b5cbffff,Maharashtra,Mumbai,IN.MH.AA,Mumbai,Greater Mumbai,71.93556320351922,69.41173240436956,70.87593894052073,0.7981894221137042,0.2018105778862957,78.84603445415509,4.2.3,IND
